# lumi Mchi Mphi nEvent
26338 1 300 219
26110 1 100 258
26457 45 100 274
26467 1 500 206
26521 1 100 262
26114 1 50 280
26133 1 50 275
26216 1 50 279
26254 1 100 271
26349 20 100 265
26350 49 100 248
28342 1 400 233
28473 1 400 244
28563 1 50 261
26440 1 100 267
26448 1 50 266
26475 1 100 258
26479 45 100 241
26548 49 100 263
26594 1 350 231
26458 1 50 266
26501 1 100 272
26605 1 50 283
26503 55 100 250
26543 40 100 262
26553 45 100 269
26513 1 200 237
29814 55 100 257
29844 1 450 233
26525 1 450 226
26536 1 200 233
26566 45 100 257
26576 51 100 271
26589 1 150 260
26609 30 100 270
28183 1 500 216
28192 49 100 286
27855 1 250 241
27902 45 100 248
27647 40 100 267
30410 20 100 267
30420 1 50 264
27550 40 100 262
27708 40 100 263
29770 30 100 263
27751 1 100 262
27802 1 50 257
27813 55 100 247
28577 1 150 252
28601 1 100 275
28612 1 50 273
28007 1 50 276
28230 1 50 261
28241 1 400 218
28392 1 100 255
28430 1 200 250
28431 1 200 222
28114 1 250 223
29165 1 50 270
29771 1 100 273
28130 49 100 282
28225 51 100 257
28288 1 150 257
28136 40 100 297
28221 49 100 283
28284 30 100 258
30989 1 400 222
29645 1 50 277
29813 1 50 280
29993 55 100 247
30019 49 100 266
30394 1 250 227
31989 40 100 251
29638 1 100 292
29974 1 250 228
30069 1 50 264
30525 1 300 220
29863 1 100 258
29882 1 200 233
29925 30 100 239
29958 1 50 263
30030 1 100 270
30040 1 100 268
30114 1 250 227
30125 1 250 235
30511 1 200 250
30201 1 50 275
30298 1 250 233
30350 1 50 251
30359 30 100 267
30220 1 100 260
30339 1 150 244
30482 1 500 218
30566 1 450 208
31053 45 100 244
30314 55 100 249
30366 1 100 252
30406 45 100 269
30423 1 150 241
30557 1 300 233
30565 1 150 284
30331 51 100 283
30388 1 150 259
30414 1 100 264
30547 40 100 272
30997 1 100 271
30353 1 350 235
30354 1 50 289
30369 45 100 259
30385 1 100 275
30400 40 100 268
30409 1 350 232
30484 45 100 265
30485 1 50 267
30491 1 100 249
30583 20 100 253
30663 30 100 261
30712 1 100 267
30630 55 100 265
30651 1 50 274
30678 1 100 264
30706 1 50 281
31033 1 350 230
31867 1 50 249
31971 1 350 213
31936 1 350 219
31918 1 50 282
31927 1 50 257
31928 1 100 255
31961 1 50 286
31973 1 100 279
31983 1 50 290
37204 1 50 280
37950 1 500 234
36884 1 50 279
31784 1 100 244
33839 1 50 256
35353 40 100 273
35891 1 50 267
38461 1 150 246
37376 1 500 222
37905 40 100 278
39438 51 100 251
39495 1 300 217
65665 1 250 245
65464 20 100 272
29711 1 50 264
33293 1 100 260
35401 1 250 237
36931 1 450 235
63533 1 100 256
38926 1 50 273
38946 1 50 271
64039 1 100 257
64013 1 250 233
64030 1 450 243
67100 1 500 220
67109 1 300 232
67124 51 100 253
67167 1 50 260
67327 1 100 273
67253 40 100 263
68106 51 100 254
65113 20 100 260
65613 1 150 260
68629 1 250 250
68630 1 300 223
2004 1 300 236
2271 1 350 247
2295 1 400 237
2306 1 250 245
2313 1 150 238
2315 20 100 261
9212 1 150 249
9269 51 100 274
9326 1 400 250
9351 1 50 281
9379 1 100 253
9397 1 200 247
14020 1 100 258
14441 1 300 221
14732 45 100 270
14747 51 100 244
14852 51 100 258
14886 40 100 263
14677 1 250 239
14678 1 50 276
14702 1 300 255
14987 40 100 242
15109 30 100 253
15232 45 100 269
14682 49 100 266
14780 49 100 278
14796 1 300 230
14877 49 100 263
26558 40 100 262
27690 1 50 254
14698 30 100 261
14814 1 200 225
26029 1 350 223
26670 20 100 264
26680 1 300 245
26828 49 100 242
27267 40 100 279
14704 1 300 231
14720 1 250 226
14737 1 450 222
14804 1 350 257
14868 1 100 255
14955 1 350 222
30796 55 100 248
15024 1 400 244
15095 1 250 238
15170 1 300 222
15202 1 100 278
15363 1 400 249
15454 1 50 285
15203 1 150 295
15785 40 100 270
15801 1 400 231
26028 1 50 287
26198 1 100 265
26255 1 100 265
15816 51 100 246
15839 1 200 232
15865 1 100 270
15905 1 500 224
15960 1 400 230
15967 51 100 268
26264 40 100 269
26345 40 100 266
26468 1 200 247
27144 1 450 230
27155 1 100 263
27162 1 100 256
35857 1 100 276
35997 1 250 230
39262 40 100 251
26607 20 100 267
28480 1 50 253
28711 1 50 292
26787 1 50 248
26988 49 100 268
27032 55 100 250
27112 1 50 274
27628 1 450 209
30869 30 100 268
26827 1 150 271
27110 30 100 260
27193 20 100 279
28380 55 100 255
28501 1 50 240
28859 30 100 251
27217 1 350 222
28311 1 400 240
28340 1 100 278
28394 55 100 279
28433 45 100 265
28476 1 250 220
27953 1 500 212
28032 45 100 284
28259 1 50 248
29461 55 100 241
30845 1 50 260
30853 1 100 271
29174 1 400 218
29246 45 100 263
29264 1 200 227
29329 1 150 224
29443 1 400 217
29572 1 350 217
29583 1 150 244
29521 1 50 278
31915 30 100 283
33056 1 250 239
33123 1 100 264
33966 1 200 241
33985 1 100 271
30164 1 100 251
30310 1 100 264
30375 1 300 235
30529 1 450 236
30618 45 100 281
31080 55 100 246
33016 30 100 259
33107 1 450 218
33744 49 100 261
33753 51 100 258
34274 1 50 268
36224 1 50 269
34104 1 50 265
34263 49 100 279
34320 1 50 264
34406 1 100 269
34434 40 100 250
34709 1 150 255
34530 45 100 290
34533 20 100 263
34788 1 200 252
34867 20 100 271
34949 20 100 277
36021 30 100 273
35088 49 100 245
35188 1 100 265
35717 1 100 275
35941 30 100 261
38011 20 100 272
38092 51 100 264
35185 30 100 269
35323 1 50 285
35641 1 100 275
35739 49 100 265
35926 1 50 291
35951 51 100 276
36768 1 450 246
37303 20 100 272
37651 1 50 255
37907 1 100 253
38105 1 50 256
38122 1 400 214
37565 1 100 271
37575 1 400 250
37629 49 100 257
37643 1 100 272
37822 49 100 265
37915 1 100 259
38128 1 150 252
38327 45 100 267
38392 45 100 244
38565 1 50 263
38750 1 100 257
38990 1 100 256
38798 1 350 239
38806 1 500 237
39540 1 100 257
39859 1 450 235
63174 1 50 264
63736 1 500 196
63988 1 450 207
38915 1 50 276
39570 1 100 262
63160 55 100 246
63938 1 150 264
64956 1 150 238
65655 40 100 276
38951 51 100 258
64566 1 500 210
64659 1 100 249
64675 1 100 270
64764 30 100 261
64911 1 100 259
39072 1 100 259
64188 1 250 237
64412 1 150 284
64454 1 100 259
65189 1 200 229
65944 1 150 255
39711 20 100 249
63669 1 50 279
64142 1 250 231
64267 20 100 265
63623 1 100 267
63712 1 50 269
39879 55 100 249
63633 1 100 274
64846 1 500 220
67178 20 100 268
67807 1 100 257
67904 1 350 234
63631 49 100 281
63647 1 100 277
63895 1 100 253
64509 1 50 269
64933 51 100 250
64937 49 100 266
63682 30 100 249
64338 51 100 253
64856 1 500 201
65164 1 50 262
65923 1 50 279
65990 40 100 254
64307 1 50 269
64322 1 100 271
65462 1 100 261
67537 30 100 273
67504 45 100 271
67577 20 100 272
64743 1 350 225
65306 1 350 232
65308 55 100 274
65371 49 100 272
65505 1 300 233
65714 1 300 240
67132 1 350 227
67175 1 50 275
68661 45 100 245
68074 1 50 267
68229 55 100 277
68504 45 100 266
68538 40 100 260
68143 1 50 268
68218 1 100 275
68231 1 50 289
68298 1 50 273
68385 1 300 232
68574 40 100 265
68653 30 100 259
68873 20 100 247
68959 49 100 253
2241 1 50 299
2050 45 100 289
2082 55 100 262
2182 30 100 258
2150 1 50 267
2420 1 200 251
2166 1 100 261
2177 45 100 248
2184 1 200 246
2168 1 500 229
14022 1 450 234
14482 1 100 251
14376 1 300 223
14515 1 100 292
14530 1 200 238
14378 1 500 225
14480 1 250 230
14690 1 50 251
26691 1 100 265
26727 51 100 249
26755 1 200 260
28863 1 100 266
26739 51 100 253
26754 1 450 226
26706 1 250 241
26830 40 100 283
28869 1 450 255
30748 1 100 264
30915 1 500 231
28745 1 300 214
36908 45 100 274
67709 1 450 214
34577 1 50 270
37259 1 300 231
37038 1 100 259
38924 1 400 214
38980 1 350 244
63684 1 50 260
63848 45 100 243
67586 1 50 266
2055 1 50 292
2386 45 100 256
2387 1 50 283
2472 1 100 255
2724 1 100 256
2262 1 50 286
2296 1 50 287
2311 40 100 279
2329 1 100 258
2369 1 50 247
2162 51 100 258
2251 1 300 229
2944 1 100 273
2979 1 350 237
2300 40 100 260
2359 30 100 269
2391 40 100 273
2406 55 100 276
2407 45 100 264
2414 1 400 240
2302 1 200 254
2307 1 400 221
2312 1 450 217
2317 1 350 229
2318 1 300 215
2325 1 100 266
2327 30 100 252
2333 45 100 274
2334 1 100 274
2343 1 300 277
2349 1 50 280
2361 1 50 249
2741 1 350 236
2518 1 400 226
2526 1 400 240
2562 1 400 238
2568 1 100 244
2625 49 100 272
2679 1 50 258
2550 1 150 262
2985 1 50 244
9032 51 100 246
9033 1 100 241
9040 45 100 248
9071 1 100 267
2813 1 250 266
2838 20 100 263
2855 1 50 282
2865 1 50 292
2918 1 100 298
2959 1 100 259
2910 1 300 219
9011 30 100 267
9012 49 100 261
9013 1 150 262
9014 1 100 264
9018 1 350 249
2973 1 150 256
2974 51 100 277
2975 1 100 278
2980 1 100 260
2990 1 400 226
2996 1 100 261
9074 55 100 252
9106 1 100 261
9158 1 100 287
9019 51 100 258
9021 1 450 227
9023 1 50 292
9029 51 100 250
9031 1 150 268
9037 1 50 257
9038 1 100 266
9044 45 100 271
9066 1 150 248
9073 1 300 257
9079 1 50 277
9088 1 200 260
9075 1 50 276
9082 1 100 261
9133 1 300 216
9135 1 100 240
9258 1 200 224
14511 1 250 249
14663 1 50 278
15013 1 100 248
15014 1 50 266
15038 49 100 255
15069 1 50 266
15150 1 250 243
15157 1 400 223
15053 1 50 286
15078 1 100 272
15143 1 100 273
15054 1 100 246
15110 55 100 235
15126 1 150 252
15149 1 300 231
15222 55 100 251
15089 1 500 215
15326 30 100 272
15348 1 100 272
15974 1 400 213
15120 1 300 244
15146 1 100 275
15185 1 200 242
15209 1 450 230
15340 40 100 285
15183 51 100 266
15189 1 500 240
15190 1 400 231
15297 1 100 275
15300 1 400 234
15199 1 50 254
15233 1 450 211
15249 49 100 266
15272 1 50 253
15280 51 100 268
15221 55 100 250
15238 1 100 269
15357 20 100 247
15309 1 500 208
15314 49 100 257
15360 40 100 254
15369 1 300 235
15375 40 100 262
15327 40 100 256
15328 1 50 298
15344 45 100 262
15365 1 50 283
15350 20 100 259
15359 1 350 230
15832 1 350 234
27163 40 100 267
27667 45 100 247
26969 1 500 209
27178 1 150 281
27451 45 100 281
26676 30 100 250
27579 1 50 259
28072 1 200 225
28177 30 100 280
26890 1 450 205
26964 1 500 221
27020 51 100 258
27034 1 200 227
27238 1 450 233
27321 1 450 230
26987 45 100 272
27107 1 400 229
26813 49 100 279
26858 45 100 257
26983 55 100 273
26682 1 450 218
26808 1 100 265
26914 1 100 255
27490 51 100 276
27500 1 50 271
31104 1 100 275
26628 1 400 228
26630 51 100 269
26669 1 100 258
26758 30 100 274
26767 20 100 263
26841 1 50 281
26798 20 100 269
26944 30 100 273
27106 1 150 254
27276 1 400 213
26932 1 100 270
26980 1 450 219
26989 1 200 244
27000 1 50 270
27045 1 500 209
27063 1 250 238
27023 40 100 274
27036 1 50 291
27053 45 100 276
27104 1 50 276
27127 1 300 230
27165 1 50 261
27176 1 50 271
27279 49 100 257
27280 1 50 273
27416 1 100 278
27573 1 50 267
27594 1 450 231
27298 1 400 232
27315 51 100 251
27348 1 250 236
27496 1 100 258
27342 1 400 221
27366 1 100 252
27609 1 100 253
27637 1 200 235
28829 1 500 209
27351 20 100 239
30133 1 350 206
31055 1 100 254
31628 1 50 250
27481 1 300 215
27575 1 100 262
27625 1 200 245
28895 1 100 257
28899 30 100 277
28918 1 250 243
29005 1 300 230
28854 55 100 245
28936 45 100 258
31084 1 350 234
29299 1 150 263
29359 55 100 275
29030 51 100 246
29040 1 100 244
29178 1 100 237
28729 1 450 221
29029 1 50 261
31164 1 500 217
31653 49 100 263
28946 1 500 238
28956 1 300 236
28965 1 250 235
29022 1 50 275
29035 1 450 219
29214 1 300 239
29090 1 100 259
29006 20 100 275
29047 49 100 261
29209 1 350 231
29265 1 100 267
29306 1 100 245
29355 55 100 268
29386 1 100 241
29434 40 100 258
29565 1 150 267
30896 1 500 230
29702 1 300 231
30864 1 50 283
30914 1 100 249
29742 1 450 228
31771 1 450 218
29871 1 250 223
31162 1 100 259
31413 55 100 261
31379 20 100 257
30797 20 100 268
31071 1 50 270
31090 1 200 226
30932 1 100 276
30428 1 400 254
31516 1 200 219
31722 1 50 255
31746 1 500 233
30597 1 100 272
30725 1 100 248
30858 1 50 272
30946 1 450 218
30970 30 100 275
31049 1 500 231
31111 1 100 258
31000 1 450 210
31065 1 50 264
31181 45 100 281
31264 45 100 284
31745 1 100 260
31786 30 100 270
31036 1 150 256
31081 1 150 254
31146 1 300 248
31239 1 50 271
31533 1 100 267
31596 1 450 221
31120 1 350 218
31301 1 200 251
31352 1 100 243
31780 1 250 230
31707 20 100 271
31750 1 50 249
31761 1 250 234
31769 49 100 252
31783 1 400 220
37318 1 400 217
37561 55 100 264
2139 1 100 241
2155 1 300 219
2202 1 150 272
2450 1 200 238
36583 1 100 255
15244 1 100 256
15252 1 50 257
26040 49 100 276
29474 40 100 252
30938 20 100 268
31149 1 100 274
26886 1 50 264
26633 45 100 248
26658 1 50 285
33658 1 450 229
27236 55 100 257
27285 1 300 238
27385 1 300 231
26639 49 100 259
26673 40 100 266
26714 1 350 235
26666 1 200 244
26671 40 100 255
26693 51 100 245
26724 1 250 238
26730 1 450 231
26789 1 100 276
26801 1 500 194
26924 1 300 215
26934 1 200 232
26936 1 400 231
26947 1 400 230
27037 1 500 212
27056 1 500 211
26849 1 500 233
26880 1 50 269
26910 1 100 261
26958 1 250 225
26991 20 100 265
27019 51 100 261
26852 30 100 239
26861 1 100 273
26869 1 300 242
26883 1 400 232
26922 1 100 271
26946 1 50 270
26942 1 400 241
33390 1 250 232
33397 1 50 248
33654 1 400 232
26999 40 100 293
27012 1 50 287
27038 51 100 253
27059 30 100 258
27083 55 100 278
27139 20 100 256
27039 1 150 242
27098 20 100 244
27120 20 100 259
27148 1 350 212
27214 55 100 240
27233 1 400 222
27240 1 400 218
27072 1 100 256
27075 1 350 226
27105 30 100 257
27229 40 100 253
27378 1 100 262
27464 1 100 243
27080 1 500 238
28838 30 100 265
27095 1 250 228
27146 1 350 231
27210 1 400 199
27258 1 350 202
27145 1 50 267
27154 1 400 253
27204 40 100 251
27219 45 100 271
27222 1 500 215
27244 1 500 207
27199 20 100 233
27209 1 500 252
27228 51 100 259
27270 49 100 258
27322 1 450 235
27334 1 300 216
27221 1 50 281
27227 1 100 259
27239 1 500 219
27249 30 100 246
27255 1 100 268
27259 1 150 237
27261 1 100 258
27266 45 100 283
27273 1 300 252
27316 1 50 269
27337 45 100 271
27338 55 100 260
27343 20 100 273
27345 49 100 256
27358 40 100 264
27359 1 400 234
27407 30 100 287
27443 1 300 234
27454 40 100 241
27455 1 50 258
27458 49 100 232
27465 1 450 242
27474 40 100 242
27485 1 450 216
27494 1 300 225
27538 51 100 254
27544 1 100 242
27554 1 100 244
27562 45 100 249
27563 20 100 277
27546 1 100 255
27547 55 100 240
27556 55 100 254
27574 1 250 238
28730 40 100 284
30024 1 50 261
33092 1 300 220
33125 1 200 228
33206 1 400 220
33222 20 100 267
33279 40 100 269
28746 1 50 281
28811 1 150 254
28865 49 100 264
28673 1 450 224
28988 1 100 277
30081 40 100 266
28704 49 100 252
28755 1 100 273
28777 1 50 264
28804 1 100 259
28850 1 350 236
28851 51 100 265
28720 1 100 276
28727 1 100 270
28740 1 100 250
28753 1 100 268
28782 1 50 270
28835 1 50 279
28725 55 100 250
28728 1 450 221
28747 1 450 242
28764 1 250 241
28769 49 100 243
28789 1 50 255
28791 1 500 221
28757 1 400 216
28913 1 100 245
28937 1 450 227
28975 1 500 218
28786 51 100 254
30515 49 100 259
28867 1 50 282
29002 1 100 269
29023 1 50 274
29025 1 200 238
29032 1 150 252
29044 1 150 272
28878 1 200 244
28888 1 50 277
28933 1 200 242
28896 1 50 259
28924 1 300 230
30347 30 100 263
29058 1 100 267
29067 1 450 249
29072 20 100 277
29077 1 100 247
29078 1 100 269
29080 55 100 256
29081 1 100 269
29091 40 100 262
29097 1 50 258
29098 1 100 261
29106 49 100 262
29107 1 100 252
29255 49 100 276
29273 1 50 255
29285 1 50 256
29308 20 100 269
29310 1 150 249
33022 1 300 226
33127 45 100 249
33150 1 350 232
33186 1 400 221
33242 1 150 271
33260 1 250 233
29413 1 50 278
29421 1 50 283
29465 49 100 269
29475 1 50 297
29589 20 100 270
29625 1 50 281
29631 1 100 239
30042 1 300 217
30856 1 100 267
31170 1 100 256
31188 1 150 265
29830 1 50 254
30071 1 500 239
30560 1 50 256
30745 55 100 277
30765 1 100 268
30791 55 100 263
30799 30 100 274
30830 1 100 267
30850 30 100 266
30785 1 50 258
31212 45 100 270
31401 1 150 232
31428 20 100 261
31558 45 100 264
31654 1 450 221
30810 49 100 247
30818 1 400 221
30838 1 250 214
30861 1 500 192
30863 1 100 265
30871 1 250 229
30912 45 100 245
30836 1 100 254
30919 1 100 263
30920 1 100 283
30955 1 50 249
30995 1 50 262
31005 1 300 248
31083 1 300 229
31093 1 500 220
31102 1 500 212
31124 1 100 261
31125 49 100 241
31133 1 50 253
31172 1 350 217
31109 1 100 262
31257 1 400 227
31273 1 300 232
31292 20 100 247
31376 30 100 281
31411 55 100 233
31132 1 50 258
31278 1 50 261
31279 1 250 245
31280 1 500 224
31331 1 250 229
31185 1 300 219
31195 1 100 270
31216 51 100 270
31267 1 100 268
31445 1 50 261
31459 1 50 258
31205 1 100 264
31237 1 200 251
31247 1 200 256
31259 55 100 257
31268 1 100 243
31277 1 300 242
31320 1 300 241
31321 1 500 229
31328 1 100 251
31338 1 50 254
31359 1 100 260
31488 55 100 272
31519 45 100 265
31532 51 100 272
31541 55 100 271
31583 1 250 267
31591 55 100 262
31573 55 100 238
31574 45 100 270
31613 1 50 266
31592 1 100 270
31604 1 50 262
31614 30 100 275
31645 30 100 261
31677 51 100 253
31779 1 150 260
31888 1 100 252
2146 1 350 230
9214 1 200 275
9246 30 100 272
9301 1 100 283
9334 1 50 302
9393 1 100 273
2727 51 100 258
2733 45 100 258
2763 49 100 255
2764 40 100 268
2767 45 100 264
2937 20 100 264
2728 20 100 268
2735 1 100 257
2761 40 100 293
2925 1 50 263
2932 30 100 275
2950 40 100 279
9224 1 250 234
9239 1 300 221
9255 30 100 250
9324 1 100 266
9356 1 350 244
9565 1 100 261
9238 1 350 229
9317 1 150 266
9443 1 350 218
9454 1 50 269
9516 51 100 257
9687 45 100 281
9818 40 100 279
14444 30 100 282
14520 1 200 231
14599 1 50 252
14778 1 450 240
14819 40 100 272
9899 1 300 240
14037 1 500 221
14332 51 100 265
14476 1 450 234
14528 1 100 265
14676 1 50 268
14059 1 100 290
14215 1 100 269
14255 20 100 273
14379 1 50 269
14410 1 50 281
14701 1 50 259
14529 1 300 241
14554 1 100 256
14567 45 100 267
14608 55 100 236
14639 1 200 238
14666 30 100 260
14648 1 100 276
14754 49 100 290
14972 1 100 251
14982 40 100 252
65799 1 200 256
67860 1 100 262
14745 1 50 250
14749 40 100 257
14753 1 250 260
14755 1 100 272
14764 1 100 280
14797 1 50 262
14863 1 50 278
14953 20 100 268
14985 49 100 265
14986 40 100 263
27084 1 450 234
28871 1 100 279
15119 1 250 254
15299 30 100 257
15538 40 100 255
15681 1 300 235
15714 1 50 265
15954 1 50 270
26002 1 200 262
26047 55 100 251
26142 40 100 266
26256 1 400 222
26289 1 150 278
26334 49 100 265
26077 1 50 280
26368 1 100 267
26392 1 50 252
26625 30 100 252
27005 51 100 265
27088 49 100 281
26324 1 150 275
28966 1 250 219
30011 45 100 266
30289 1 150 270
30302 1 450 218
30383 45 100 248
30336 1 500 217
30421 1 500 214
31357 1 350 222
31661 1 100 232
63490 1 50 275
63670 1 50 277
65269 1 100 268
33211 1 50 260
34131 49 100 270
34411 1 200 225
34633 1 350 229
35453 1 350 208
37756 1 100 262
33233 1 50 274
33270 40 100 263
33355 1 50 281
33468 1 100 272
33561 30 100 270
33610 49 100 270
33705 1 100 265
34269 1 50 258
34536 1 400 231
34715 1 50 269
35071 51 100 264
35477 30 100 278
33816 1 50 263
35799 1 400 236
35921 45 100 284
38457 1 100 259
38506 1 200 232
38962 1 350 229
33995 30 100 266
34251 55 100 272
35388 51 100 257
35507 1 250 236
35730 1 150 251
36741 55 100 256
34888 1 350 231
36034 1 50 258
36052 1 450 237
36074 1 450 233
36092 51 100 267
36185 51 100 267
36186 45 100 255
36262 1 50 279
36281 49 100 254
36291 1 100 255
36319 1 50 278
36328 1 50 280
36771 1 50 277
38031 49 100 237
38089 1 200 246
38114 1 250 239
38903 51 100 248
39427 20 100 252
38068 1 350 240
38156 1 50 284
38229 1 100 288
38653 51 100 257
38817 1 100 255
38833 1 50 258
38213 1 50 262
38307 1 100 267
38344 1 500 226
38752 1 150 237
38815 1 500 205
39193 1 300 245
39307 51 100 244
39091 1 50 269
63379 45 100 278
64725 1 250 239
64841 1 300 237
64843 1 450 231
65021 30 100 263
39127 1 350 239
39185 1 50 272
39366 51 100 272
39406 1 50 258
39411 51 100 246
63107 1 350 241
39640 51 100 220
39745 30 100 250
63139 30 100 273
63377 1 50 274
67525 1 350 233
68984 1 500 209
63186 40 100 251
63723 1 300 244
64433 51 100 259
65730 1 250 222
65926 1 100 297
67125 1 50 294
64608 1 500 214
65220 45 100 274
65441 1 450 226
65547 1 450 243
65555 1 500 212
65743 45 100 263
68153 1 200 227
64852 30 100 256
65056 55 100 257
65088 1 150 270
65089 1 50 277
65231 1 300 217
65235 1 50 284
64942 1 50 269
65170 1 50 269
65342 55 100 262
65359 55 100 253
65383 45 100 265
68162 1 200 238
65731 40 100 269
65802 1 250 234
67232 20 100 255
68316 20 100 239
68333 55 100 255
68407 1 100 264
67267 20 100 271
67896 1 350 238
68354 1 150 267
68386 1 100 275
68411 55 100 264
68443 1 100 265
67554 1 100 245
67597 1 350 242
67646 1 100 260
67692 1 50 252
67774 51 100 270
67792 1 200 247
9768 30 100 278
14962 30 100 250
14878 1 450 246
14957 1 50 273
15889 1 50 268
30770 1 250 238
15883 1 100 263
27566 1 150 259
36430 1 100 278
65041 49 100 265
28784 1 50 290
28934 51 100 250
29287 1 250 225
29193 1 50 254
29213 45 100 253
29223 1 100 272
29244 1 150 269
29684 1 50 290
29728 30 100 257
33361 1 400 211
33380 1 300 228
33570 1 500 221
34308 55 100 252
34309 1 100 270
36388 1 250 230
36437 1 300 220
36456 1 50 259
36465 51 100 250
36871 20 100 266
36890 1 400 223
36911 1 100 255
36912 1 100 248
37223 1 100 265
37360 1 50 268
37379 45 100 275
39419 1 500 217
39500 1 500 206
39515 55 100 235
9253 1 50 278
9657 1 100 280
9722 30 100 278
9808 1 250 242
14902 45 100 252
14901 1 100 274
14934 1 400 215
15425 1 100 265
15452 1 350 228
30212 1 300 237
37859 1 100 279
39357 1 50 267
39439 20 100 250
63234 1 500 226
37940 51 100 252
35840 49 100 270
35858 1 100 269
2337 1 450 221
2725 1 100 245
2768 30 100 251
9120 1 100 267
2434 30 100 257
2791 1 100 248
2844 40 100 269
2368 1 50 268
2371 1 100 275
2393 1 50 284
2443 1 100 254
2268 45 100 261
2377 1 450 216
2392 1 100 260
2888 40 100 273
9092 1 200 243
9156 1 350 222
9172 1 250 220
9283 1 200 224
9311 1 50 264
2373 1 100 267
2375 1 250 206
2380 30 100 270
2382 1 150 244
2383 51 100 250
2966 40 100 265
2609 40 100 256
9229 1 400 215
9481 1 200 233
2780 1 100 248
2788 1 100 261
2795 1 150 226
2796 1 300 229
2806 1 250 231
2831 1 500 218
2887 1 500 216
9069 1 50 261
9096 1 100 264
9104 1 50 260
9127 55 100 247
9168 45 100 258
9277 1 50 275
9416 1 100 250
9429 51 100 249
9435 55 100 250
9463 1 150 254
9280 1 400 230
9295 20 100 255
9302 51 100 237
9367 1 50 266
9376 1 400 211
9377 1 150 223
9390 51 100 228
9359 1 350 222
9375 45 100 266
9382 49 100 259
9385 40 100 264
9391 51 100 253
9395 55 100 268
9438 1 500 217
9453 45 100 261
9460 1 100 270
9398 1 500 204
9400 1 250 232
9436 30 100 241
9485 1 450 215
9488 1 250 213
9406 1 150 259
9407 1 100 261
9424 49 100 262
9480 1 50 276
9489 1 50 279
9476 1 250 227
14942 1 250 228
15118 1 450 205
15559 1 350 221
9713 1 50 282
14125 55 100 264
14688 1 400 218
14694 1 400 231
14569 49 100 247
14591 1 100 286
14664 20 100 271
14624 1 150 252
14696 1 100 279
14559 40 100 243
14609 1 100 232
14633 55 100 254
14543 1 200 243
14544 1 500 238
14545 51 100 251
14585 1 150 253
14601 1 200 241
14651 1 100 253
14658 30 100 254
14674 1 450 233
14691 1 100 272
14692 20 100 251
14708 45 100 277
14724 1 50 258
31512 1 100 260
31577 1 300 225
14714 1 200 249
14779 1 50 256
14789 1 200 218
14889 51 100 247
31163 55 100 263
14748 1 50 272
14908 30 100 261
14951 1 100 272
14859 1 300 251
14861 1 50 281
15296 1 200 248
14771 1 500 221
14883 1 100 263
14900 1 400 211
14940 1 300 216
14954 1 50 291
14966 1 450 202
14944 40 100 264
14818 1 50 273
14827 1 100 276
14835 1 500 235
14850 1 100 270
14858 1 50 283
14866 49 100 266
14892 1 150 254
14916 49 100 261
14917 1 100 250
14932 30 100 254
14958 1 100 256
14967 30 100 274
14978 1 400 236
14979 1 450 225
15482 30 100 260
28958 20 100 256
29245 1 50 264
37987 1 450 219
15012 1 500 227
27851 1 100 266
15034 1 100 270
15290 1 100 261
15524 1 50 264
15601 55 100 246
15051 1 450 227
15182 1 500 214
15295 1 100 232
15298 1 50 281
15304 1 100 267
15323 51 100 270
15329 1 100 281
15337 1 50 273
15419 1 350 206
29510 1 200 241
27113 1 300 228
27622 1 400 215
31178 1 50 272
27523 1 500 182
27619 1 100 264
30849 1 150 258
26838 1 50 269
26866 1 200 223
26875 45 100 256
26978 1 500 225
27159 30 100 265
27409 1 500 214
26891 1 50 272
27007 1 50 269
33026 1 500 224
33072 1 50 280
33081 1 400 229
33116 1 400 234
27024 1 100 290
27028 1 50 264
28749 55 100 254
29464 1 200 231
27026 1 500 228
27757 1 50 255
31464 1 50 285
33031 1 400 214
27029 20 100 264
33076 1 500 210
33305 1 100 255
33436 1 500 231
33504 1 200 234
27049 1 100 257
27203 1 250 223
27773 1 400 235
27783 1 150 252
27804 1 150 254
27824 30 100 281
27826 1 50 268
29682 1 50 272
29788 1 350 218
29286 45 100 236
29574 1 100 264
29719 1 400 234
31698 55 100 260
31254 1 200 230
31430 51 100 258
31631 49 100 254
31501 1 50 289
34183 1 100 265
37091 30 100 279
33872 40 100 247
37295 1 150 239
31358 1 450 228
31522 1 450 232
37812 1 350 219
64765 51 100 273
33025 20 100 272
33234 1 100 261
33366 1 100 264
33396 1 50 266
33858 40 100 250
33877 1 50 271
33458 1 100 266
33597 1 350 243
37838 1 150 257
33484 1 100 267
34628 30 100 241
33723 1 100 280
33965 30 100 245
33913 45 100 258
33978 1 100 256
37390 1 400 232
35887 1 100 295
39390 1 50 265
35606 45 100 255
38033 1 100 261
63894 1 300 225
35964 49 100 264
64060 1 50 281
64403 1 150 246
64620 20 100 263
64645 20 100 238
37628 1 50 258
37426 1 250 241
37516 1 300 230
37660 1 150 248
37922 51 100 255
63916 45 100 268
64217 1 50 271
37527 1 400 232
37596 51 100 245
39243 1 100 255
63622 1 50 293
37623 1 50 270
37931 1 350 244
39137 30 100 256
64559 1 500 197
64689 1 150 269
64787 55 100 243
37751 20 100 263
37978 1 50 294
64624 1 100 276
64641 1 50 271
